source_file,broken_url,status
convert-jpg-to-png-with-transparency.html,https://fastimgtool.com/tools/background-remover,404
convert-jpg-to-png-with-transparency.html,https://fastimgtool.com/tools/image-converter,404
convert-photo-to-black-and-white.html,https://fastimgtool.com/newsletter,404
convert-photo-to-black-and-white.html,https://fastimgtool.com/tools/photo-to-grayscale,404
convert-photo-to-black-and-white.html,https://fastimgtool.com/tools/image-converter,404
convert-png-to-jpg-for-website.html,https://fastimgtool.com/newsletter,404
convert-png-to-jpg-for-website.html,https://fastimgtool.com/tools/image-converter,404
convert-png-to-jpg-for-website.html,https://fastimgtool.com/tools/page-speed-analyzer,404
convert-png-to-jpg-with-white-background.html,https://fastimgtool.com/png-to-jpg,404
convert-png-to-jpg-with-white-background.html,https://fastimgtool.com/image-converter,404
convert-webp-to-jpg-for-email.html,https://fastimgtool.com/newsletter,404
convert-webp-to-jpg.html,https://fastimgtool.com/newsletter,404
convert-webp-to-jpg.html,https://fastimgtool.com/api/document-generation,404
convert-webp-to-jpg.html,https://fastimgtool.com/tools/html-to-pdf-converter,404
crop-image-aspect-ratio.html,https://fastimgtool.com/newsletter,404
crop-image-aspect-ratio.html,https://fastimgtool.com/tools/video-resizer,404
crop-image-aspect-ratio.html,https://fastimgtool.com/tools/ratio-calculator,404
crop-image-for-passport.html,https://fastimgtool.com/newsletter,404
crop-image-for-passport.html,https://fastimgtool.com/tools/passport-photo-cropper,404
crop-image-for-website.html,https://fastimgtool.com/newsletter,404
crop-image-for-website.html,https://fastimgtool.com/crop-tool,404
crop-image-to-square.html,https://fastimgtool.com/batch-image-processor,404
crop-image-to-square.html,https://fastimgtool.com/image-cropper,404
crop-image-to-square.html,https://fastimgtool.com/square-crop-tool,404
flip-image-for-design.html,https://fastimgtool.com/newsletter,404
flip-image-for-design.html,https://fastimgtool.com/tools/image-flipper,404
flip-image-guide-1.html,https://fastimgtool.com/tools/crop-image/,404
flip-image-guide-4.html,https://fastimgtool.com/newsletter-signup/,404
flip-image-guide-5.html,https://fastimgtool.com/newsletter/,404
flip-image-horizontally.html,https://fastimgtool.com/tools/image-editor,404
flip-image-horizontally.html,https://fastimgtool.com/newsletter,404
flip-image-vertically.html,https://fastimgtool.com/newsletter-signup,404
flip-image-vertically.html,https://fastimgtool.com/tools/image-flipper,404
flip-vs-rotate.html,https://fastimgtool.com/crop-image,404
flip-vs-rotate.html,https://fastimgtool.com/image-comparison-slider,404
flip-vs-rotate.html,https://fastimgtool.com/image-tools,404
flip-vs-rotate.html,https://fastimgtool.com/flip-image-tool,404
flip-vs-rotate.html,https://fastimgtool.com/rotate-image-tool,404
gaussian-blur-vs-motion-blur.html,https://fastimgtool.com/tools/gaussian-blur,404
gaussian-blur-vs-motion-blur.html,https://fastimgtool.com/newsletter,404
gif-to-png-guide-3.html,https://fastimgtool.com/newsletter/,404
grayscale-vs-sepia.html,https://fastimgtool.com/newsletter-signup,404
grayscale-vs-sepia.html,https://fastimgtool.com/tools/image-to-grayscale,404
heic-to-jpg-guide-1.html,https://fastimgtool.com/tools/background-remover/,404
heic-to-jpg-guide-2.html,https://fastimgtool.com/newsletter/,404
heic-to-jpg-guide-4.html,https://fastimgtool.com/newsletter/,404
heic-to-jpg-guide-5.html,https://fastimgtool.com/newsletter/,404
how-to-convert-png-to-jpg.html,https://fastimgtool.com/newsletter,404
how-to-convert-png-to-jpg.html,https://fastimgtool.com/tools/image-converter,404
how-to-convert-png-to-jpg.html,https://fastimgtool.com/tools/batch-processor,404
how-to-convert-webp-to-jpg.html,https://fastimgtool.com/newsletter/,404
how-to-convert-webp-to-jpg.html,https://fastimgtool.com/tools/jpg-to-webp/,404
how-to-flip-image-online.html,https://fastimgtool.com/tools/batch-converter/,404
how-to-flip-image-online.html,https://fastimgtool.com/newsletter/,404
how-to-rotate-image-online.html,https://fastimgtool.com/tools/convert-image/,404
image-blur-guide-1.html,https://fastimgtool.com/tools/pixelate-image/,404
image-blur-guide-1.html,https://fastimgtool.com/signup/,404
image-blur-guide-2.html,https://fastimgtool.com/newsletter/,404
image-blur-guide-2.html,https://fastimgtool.com/tools/image-enlarger/,404
image-blur-guide-2.html,https://fastimgtool.com/tools/image-editor/,404
image-blur-guide-3.html,https://fastimgtool.com/newsletter-signup/,404
image-blur-guide-5.html,https://fastimgtool.com/newsletter/,404
image-brightness-guide-2.html,https://fastimgtool.com/newsletter/,404
image-brightness-guide-4.html,https://fastimgtool.com/newsletter/,404
image-brightness-guide-4.html,https://fastimgtool.com/tools/image-cropper/,404
image-compressor-guide-3.html,https://fastimgtool.com/newsletter/,404
image-contrast-guide-2.html,https://fastimgtool.com/newsletter/,404
image-contrast-guide-4.html,https://fastimgtool.com/newsletter/,404
image-contrast-guide-5.html,https://fastimgtool.com/newsletter-signup/,404
image-crop-guide-1.html,https://fastimgtool.com/newsletter/,404
image-crop-guide-2.html,https://fastimgtool.com/tools/batch-processor/,404
image-crop-guide-5.html,https://fastimgtool.com/newsletter/,404
image-grayscale-guide-1.html,https://fastimgtool.com/newsletter/,404
image-grayscale-guide-2.html,https://fastimgtool.com/newsletter/,404
image-invert-guide-1.html,https://fastimgtool.com/tools/advanced-editor/,404
image-invert-guide-3.html,https://fastimgtool.com/newsletter/,404
image-resizer-guide-4.html,https://fastimgtool.com/newsletter/,404
image-resizer-guide-5.html,https://fastimgtool.com/newsletter/,404
image-saturation-guide-1.html,https://fastimgtool.com/tools/adjust-saturation/,404
image-saturation-guide-1.html,https://fastimgtool.com/tools/ecommerce-image-editor/,404
image-saturation-guide-1.html,https://fastimgtool.com/tools/background-remover/,404
image-saturation-guide-3.html,https://fastimgtool.com/tools/compress-image/,404
image-saturation-guide-4.html,https://fastimgtool.com/tools/color-converter/,404
image-saturation-guide-5.html,https://fastimgtool.com/newsletter/,404
image-sepia-guide-3.html,https://fastimgtool.com/newsletter/,404
image-sepia-guide-5.html,https://fastimgtool.com/tools/photo-editor/,404
image-sepia-guide-5.html,https://fastimgtool.com/newsletter/,404
image-sharpen-guide-2.html,https://fastimgtool.com/tools/image-upscaler/,404
image-sharpen-guide-2.html,https://fastimgtool.com/tools/ai-image-enhancer/,404
image-sharpen-guide-3.html,https://fastimgtool.com/newsletter,404
image-sharpen-guide-4.html,https://fastimgtool.com/newsletter/,404
image-sharpen-guide-4.html,https://fastimgtool.com/tools/image-cropper/,404
image-sharpen-guide-5.html,https://fastimgtool.com/newsletter/,404
image-to-base64-guide-1.html,https://fastimgtool.com/tools/bg-remover/,404
image-to-base64-guide-4.html,https://fastimgtool.com/newsletter/,404
image-to-base64-guide-5.html,https://fastimgtool.com/newsletter/,404
image-to-webp-guide-1.html,https://fastimgtool.com/newsletter/,404
image-to-webp-guide-3.html,https://fastimgtool.com/newsletter,404
image-to-webp-guide-4.html,https://fastimgtool.com/newsletter/,404
image-to-webp-guide-5.html,https://fastimgtool.com/newsletter/,404
jpg-to-png-guide-1.html,https://fastimgtool.com/tools/background-remover/,404
jpg-to-png-guide-2.html,https://fastimgtool.com/newsletter/,404
jpg-to-png-guide-3.html,https://fastimgtool.com/newsletter/,404
png-to-jpg-guide-2.html,https://fastimgtool.com/newsletter-signup/,404
png-to-jpg-guide-3.html,https://fastimgtool.com/tools/jpg-to-webp/,404
png-to-jpg-guide-3.html,https://fastimgtool.com/newsletter/,404
png-to-jpg-guide-4.html,https://fastimgtool.com/newsletter/,404
png-to-webp-guide-1.html,https://fastimgtool.com/newsletter/,404
png-to-webp-guide-2.html,https://fastimgtool.com/newsletter-signup/,404
png-to-webp-guide-3.html,https://fastimgtool.com/newsletter,404
png-to-webp-guide-4.html,https://fastimgtool.com/newsletter/,404
png-to-webp-guide-5.html,https://fastimgtool.com/newsletter/,404
resize-image-for-email.html,https://fastimgtool.com/newsletter-signup,404
resize-image-for-email.html,https://fastimgtool.com/tools/batch-processor,404
resize-image-for-facebook-cover.html,https://fastimgtool.com/newsletter,404
resize-image-for-facebook-cover.html,https://fastimgtool.com/tools/image-optimizer,404
resize-image-for-instagram.html,https://fastimgtool.com/resize-image,404
resize-image-for-instagram.html,https://fastimgtool.com/batch-resize,404
resize-image-for-youtube-thumbnail.html,https://fastimgtool.com/newsletter,404
resize-image-for-youtube-thumbnail.html,https://fastimgtool.com/tools/thumbnail-maker,404
resize-image-for-youtube-thumbnail.html,https://fastimgtool.com/tools/bulk-image-resizer,404
resize-image-for-youtube-thumbnail.html,https://fastimgtool.com/tools/online-image-editor,404
resize-image-for-youtube-thumbnail.html,https://fastimgtool.com/tools/canva-alternative,404
resize-image-for-youtube-thumbnail.html,https://fastimgtool.com/tools/youtube-thumbnail-maker,404
resize-image-for-youtube-thumbnail.html,https://fastimgtool.com/signup,404
resize-image-online.html,https://fastimgtool.com/newsletter-signup,404
resize-image-online.html,https://fastimgtool.com/pdf-to-word-converter,404
rotate-image-180-degrees.html,https://fastimgtool.com/image-editor,404
rotate-image-180-degrees.html,https://fastimgtool.com/batch-processor,404
rotate-image-90-degrees.html,https://fastimgtool.com/tools/ai-image-resizer,404
rotate-image-90-degrees.html,https://fastimgtool.com/tools/ai-image-editor,404
rotate-image-90-degrees.html,https://fastimgtool.com/newsletter-signup,404
rotate-image-counterclockwise.html,https://fastimgtool.com/image-editor,404
rotate-image-counterclockwise.html,https://fastimgtool.com/image-rotator,404
rotate-image-counterclockwise.html,https://fastimgtool.com/batch-processor,404
rotate-image-counterclockwise.html,https://fastimgtool.com/newsletter,404
rotate-image-for-social-media.html,https://fastimgtool.com/tools/image-rotator,404
rotate-image-guide-1.html,https://fastimgtool.com/newsletter-signup/,404
rotate-image-guide-2.html,https://fastimgtool.com/newsletter-signup/,404
rotate-image-guide-3.html,https://fastimgtool.com/newsletter/,404
sharpen-blurry-photos.html,https://fastimgtool.com/newsletter,404
sharpen-blurry-photos.html,https://fastimgtool.com/tools/ai-image-sharpener,404
sharpen-image-for-print.html,https://fastimgtool.com/image-sharpener,404
sharpen-image-for-print.html,https://fastimgtool.com/newsletter,404
sharpen-image-for-social-media.html,https://fastimgtool.com/image-sharpener,404
sharpen-image-for-social-media.html,https://fastimgtool.com/newsletter-signup,404
test-tool-guide-1.html,https://fastimgtool.com/pricing/,404
test-tool-guide-1.html,https://fastimgtool.com/privacy-policy/,404
test-tool-guide-1.html,https://fastimgtool.com/knowledge-base/,404
test-tool-guide-1.html,https://fastimgtool.com/newsletter-signup/,404
test-tool-guide-2.html,https://fastimgtool.com/tools/test-tool/dashboard,404
test-tool-guide-2.html,https://fastimgtool.com/pricing/,404
test-tool-guide-2.html,https://fastimgtool.com/privacy-policy/,404
test-tool-guide-2.html,https://fastimgtool.com/newsletter-signup/,404
test-tool-guide-3.html,https://fastimgtool.com/newsletter/,404
test-tool-guide-3.html,https://fastimgtool.com/privacy-policy/,404
test-tool-guide-3.html,https://fastimgtool.com/support/,404
test-tool-guide-3.html,https://fastimgtool.com/tools/test-tool/docs/#understanding-results,404
test-tool-guide-3.html,https://fastimgtool.com/tools/test-tool/docs/,404
test-tool-guide-4.html,https://fastimgtool.com/newsletter/,404
test-tool-guide-4.html,https://fastimgtool.com/tools/test-tool/settings/,404
test-tool-guide-4.html,https://fastimgtool.com/contact/,404
test-tool-guide-4.html,https://fastimgtool.com/tools/test-tool/signup/,404
test-tool-guide-4.html,https://fastimgtool.com/community/forum/,404
test-tool-guide-5.html,https://fastimgtool.com/privacy-policy/,404
tiff-to-jpg-guide-2.html,https://fastimgtool.com/newsletter-signup/,404
tiff-to-jpg-guide-3.html,https://fastimgtool.com/newsletter/,404
tiff-to-jpg-guide-5.html,https://fastimgtool.com/newsletter-signup/,404
unsharp-mask-explained.html,https://fastimgtool.com/tools/ai-image-sharpener,404
webp-to-jpg-guide-1.html,https://fastimgtool.com/tools/background-remover/,404
webp-to-jpg-guide-1.html,https://fastimgtool.com/newsletter-signup/,404
webp-to-jpg-guide-2.html,https://fastimgtool.com/newsletter/,404
webp-to-jpg-guide-3.html,https://fastimgtool.com/newsletter-signup/,404
webp-to-jpg-guide-5.html,https://fastimgtool.com/newsletter-signup/,404
why-use-grayscale-images.html,https://fastimgtool.com/newsletter,404
why-use-grayscale-images.html,https://fastimgtool.com/image-tools,404
why-use-grayscale-images.html,https://fastimgtool.com/image-compressor,404
why-use-grayscale-images.html,https://fastimgtool.com/batch-processor,404
why-use-grayscale-images.html,https://fastimgtool.com/grayscale-converter,404
